0,20190926,60649873,2019/9/27 19:28:01
1,20190925,65846435,2019/9/27 19:28:01
2,20190924,52102603,2019/9/27 19:28:01
3,20190923,46710089,2019/9/27 19:28:01
4,20190922,43856228,2019/9/27 19:28:01
5,20190921,45620096,2019/9/27 19:28:01
6,20190920,48537828,2019/9/27 19:28:01
7,20190919,43392619,2019/9/27 19:28:01
8,20190918,37165834,2019/9/27 19:28:01
9,20190917,38953157,2019/9/27 19:28:01
10,20190916,45325297,2019/9/27 19:28:01
11,20190915,42286501,2019/9/27 19:28:01
12,20190914,43245065,2019/9/27 19:28:01
13,20190913,45395576,2019/9/27 19:28:01
14,20190912,55042542,2019/9/27 19:28:01
15,20190911,49255447,2019/9/27 19:28:01
16,20190910,48082265,2019/9/27 19:28:01
17,20190909,51907205,2019/9/27 19:28:01
18,20190908,47448132,2019/9/27 19:28:01
19,20190907,49478893,2019/9/27 19:28:01
20,20190906,56426470,2019/9/27 19:28:01
21,20190905,63134048,2019/9/27 19:28:01
22,20190904,38295776,2019/9/27 19:28:01
23,20190903,23511149,2019/9/27 19:28:01
24,20190902,0,2019/9/27 19:28:01
25,20190901,0,2019/9/27 19:28:01
