0,27,60662842,2019/9/28 11:46:57
1,26,60649873,2019/9/28 11:46:57
2,25,65846435,2019/9/28 11:46:57
3,24,52102603,2019/9/28 11:46:57
4,23,46710089,2019/9/28 11:46:57
5,22,43856228,2019/9/28 11:46:57
6,21,45620096,2019/9/28 11:46:57
7,20,48537828,2019/9/28 11:46:57
8,19,43392619,2019/9/28 11:46:57
9,18,37165834,2019/9/28 11:46:57
10,17,38953157,2019/9/28 11:46:57
11,16,45325297,2019/9/28 11:46:57
12,15,42286501,2019/9/28 11:46:57
13,14,43245065,2019/9/28 11:46:57
14,13,45395576,2019/9/28 11:46:57
15,12,55042542,2019/9/28 11:46:57
16,11,49255447,2019/9/28 11:46:57
17,10,48082265,2019/9/28 11:46:57
18,09,51907205,2019/9/28 11:46:57
19,08,47448132,2019/9/28 11:46:57
20,07,49478893,2019/9/28 11:46:57
21,06,56426470,2019/9/28 11:46:57
22,05,63134048,2019/9/28 11:46:57
23,04,38295776,2019/9/28 11:46:57
24,03,23511149,2019/9/28 11:46:57
25,02,0,2019/9/28 11:46:57
26,01,0,2019/9/28 11:46:57
