1,新增车辆布控,0,2019/10/10 15:11:34
2,新增人脸布控,1,2019/10/10 15:11:40
3,以图搜车辆,12,2019/10/10 15:11:42
4,人脸告警,66459,2019/10/10 15:11:42
5,车辆告警,386,2019/10/10 15:11:42
6,人脸时空轨迹分析,0,2019/10/10 15:11:42
7,车辆时空轨迹分析,5,2019/10/10 15:11:42
8,以图搜人脸,2684,2019/10/10 15:11:42
